,total_pa,age,years_after_28,primary_position,bats,avg_lineup_position_,total_pa_,avg_lineup_position,ops_reg,k_rate_batter_reg,bb_rate_batter_reg,batter_avg_exp_ba_reg,batter_avg_xwoba_reg,batter_avg_woba_reg,babip_batter_reg,fly_balls_ratio_batter_reg,ground_balls_ratio_batter_reg,line_drives_ratio_batter_reg,popups_ratio_batter_reg,hr_fb_pct_batter_reg
10,469.0,25.0,0.0,1b,R,4.0294743731550176,600.125,4.780157613345157,0.7485146483049684,0.2596326428502241,0.06829120578117569,0.36544837288633497,0.4443390212603813,0.32685315378898205,0.3007179506410605,0.23554075950775227,0.2641912892972398,0.18260878272038808,0.037664667092177855,0.2002687267399752
11,458.0,32.0,4.0,1b,R,3.9244882579187577,387.25,4.780157613345157,0.7605936463524344,0.25745112302037443,0.09356205455279532,0.3700116465493512,0.4256172200461331,0.348454228459077,0.3477019086940213,0.16743575726504534,0.32779306920669243,0.19416485718379276,0.010274079260666365,0.16436525905358784
12,346.0,29.0,1.0,cf,R,2.2109488013704173,334.0,5.906513769866786,0.8613551754242468,0.28612926238515674,0.07821516246751185,0.36280190134880175,0.4766845388284355,0.3800405630266581,0.27262414731724427,0.2312562614880416,0.22402328180124242,0.14650737598863264,0.06722170348405881,0.34289069317167514
13,530.0,26.0,0.0,2b,R,6.335082493059494,387.625,5.021789243444917,0.7158470190068296,0.1660534544470556,0.06110585372872437,0.2958749675762066,0.3185533661930196,0.3368495939376373,0.28861048403499556,0.16424308175566538,0.41206253489494565,0.16652937470040002,0.06161628141803706,0.1934455749311585
14,0.0,39.0,11.0,cf,L,7.106060606060607,172.875,5.906513769866786,0.68786080120182,0.21783735740586435,0.12868553802662844,0.2809471666164828,0.29904978522680176,0.31160639840669807,0.2647136731911792,0.16719355033421673,0.350366687910809,0.16416115811242846,0.08119972661059281,0.1540446334744927
15,140.0,31.0,3.0,c,R,7.980363984674328,217.5,7.0242474263825025,0.719914748233783,0.3570962619232703,0.07595637078138115,0.34662128033350914,0.46643535791769625,0.31841811483069465,0.21578895160397468,0.20449340298132618,0.17990757674928026,0.13179126724147305,0.08422488957561775,0.38635704706396823
16,469.0,31.0,3.0,cf,R,5.7887065742470805,540.625,5.906513769866786,0.7103933102106511,0.22496736760333222,0.04676277677248384,0.29883045008018455,0.34011873912494395,0.31831681446541576,0.29317452876134914,0.20668373427236916,0.3496644049807548,0.14276004481429813,0.05775295292744561,0.18958291349419812
17,402.0,25.0,0.0,rf,L,5.596807181305536,308.0,4.5349214747568904,0.7106172233022897,0.28089115345248633,0.07368427354293315,0.32994286669612444,0.3943684376553882,0.3144731986123718,0.27611966144705413,0.18657683141427403,0.32077257059583675,0.13726643693918109,0.04196646294655616,0.25159276294648586
18,0.0,28.0,0.0,3b,R,7.744791666666668,132.0,5.174070185843233,0.5746194290900477,0.252592215885939,0.0734498468691864,0.2955585387829287,0.31057252219825315,0.28095105974083967,0.2933999122434802,0.10185785869054109,0.4210920674674086,0.15385721391156376,0.03126862657935468,0.10401244373264101
19,37.0,26.0,0.0,lf,L,10.12807881773399,10.875,5.002857585924129,0.5682710528208674,0.30148841882269256,0.05177226585030213,0.3286109350530613,0.40660955895184686,0.26967357730701436,0.21577887047581204,0.1974382074674565,0.3127697566609786,0.10507733986093457,0.06492955591267925,0.19782697310855252
20,177.0,25.0,0.0,3b,R,5.595035186827466,508.0,5.174070185843233,0.7435516700390903,0.20439597188376923,0.10562890647383731,0.3135036408241589,0.3632476338722915,0.3456238324055909,0.27597034502359047,0.23015631697994382,0.2912225763395887,0.1618371014124095,0.06761610500600532,0.18498607244251997
21,149.0,24.0,0.0,ss,R,8.145073272426266,130.125,5.1327474351055535,0.43808248814369927,0.4062535935874477,0.05247779210314575,0.25737187643280085,0.282352769224355,0.20091253397238967,0.27171411484768265,0.17160122744933534,0.223878932524871,0.11720958874841739,0.046796268135019685,0.0673998717179873
22,302.0,31.0,3.0,3b,R,5.4906018959587115,474.75,5.174070185843233,0.738682305278921,0.3603025191795177,0.09288718920495782,0.3321026707483921,0.4302037149221596,0.3297454460068187,0.28634418242251997,0.19292728798826184,0.20123448355744744,0.12431271038823584,0.067130868348189,0.3137113344623427
23,549.0,30.0,2.0,ss,R,3.627698166652972,573.25,5.1327474351055535,0.7086295264251213,0.2793255803432838,0.04447222076599664,0.3265234311896373,0.38529851339071175,0.3288525299485438,0.3131572211308047,0.1631275314883207,0.34202646742450366,0.14223382529231915,0.04597114234038393,0.2538759332863793
24,647.0,26.0,0.0,3b,L,3.152966247833807,624.625,5.174070185843233,0.8630956051122458,0.1990949113780006,0.07216617672595357,0.3667479567811902,0.44187000857813064,0.3819424713309742,0.3196793237751441,0.19250594127419013,0.3280131995127977,0.19690656984773072,0.057887833208821696,0.279458774214729
25,48.0,27.0,0.0,cf,B,9.875,11.875,5.906513769866786,0.3927844256970935,0.3332041451003336,0.06014459712512785,0.2823427993725806,0.28205807202733263,0.18570375502442046,0.21482926585512588,0.1331257606010825,0.25081356359344803,0.20561920704630118,0.0544301160572469,0.047676167888684506
26,0.0,28.0,1.0,cf,L,8.555555555555554,17.25,5.906513769866786,0.4873935741531817,0.3931604471266575,0.0680871944488329,0.261213512292279,0.26493934471940195,0.2298876793724537,0.31257480071239124,0.15241970696559712,0.23775364351366815,0.11118167967975667,0.06700803790501916,0.03615889137624948
27,0.0,37.0,9.0,ss,B,8.96,24.0,5.1327474351055535,0.5354645506204526,0.345517821844961,0.06348488475646823,0.3112811778980282,0.3093386019514649,0.25443283909867037,0.28776689305735365,0.12777306515153358,0.32325407000518896,0.1703523588587114,0.008929372150020857,0.1438136027268913
28,240.0,23.0,0.0,3b,R,8.0,25.625,5.174070185843233,0.8433228019257067,0.1381268106570983,0.0346980904841974,0.3115992739864483,0.35426248935998084,0.3617081757452772,0.30078651953966,0.2834240215217509,0.30248316581909224,0.17597767801247108,0.09273491844384714,0.1683441020311886
29,408.0,25.0,0.0,2b,B,6.04354736172918,414.375,5.021789243444917,0.6279605052814643,0.220439314580686,0.04290118824498454,0.3225372516626042,0.3352452654284384,0.28618761896540396,0.2810270347678949,0.17969672568346803,0.3388126000839686,0.175491309460861,0.06042565966194958,0.11956809028629162
30,142.0,32.0,4.0,rf,R,6.467785433721009,366.625,4.5349214747568904,0.7370892373800766,0.28905195030105146,0.08728739352556492,0.3198491368744757,0.36675122425002515,0.32929936065158094,0.3440576465975465,0.1829306131790389,0.2963154403620094,0.16211922920265978,0.04057917501867641,0.17813480199436232
31,705.0,24.0,0.0,rf,L,2.5884423834649555,651.625,4.5349214747568904,0.8854231462320404,0.1456979722530032,0.1931287685039986,0.34514566633415433,0.41913444397684374,0.4018433776770299,0.2798979635261315,0.2003304902316414,0.39918336768588003,0.1648352229609339,0.04380801482346001,0.27059494758186325
32,492.0,28.0,0.0,2b,R,8.371086523591883,235.75,5.021789243444917,0.5911639309616983,0.14567699917871327,0.04617522666766528,0.2763452587519651,0.2934333778976481,0.27224837909473704,0.23800172477521847,0.26368435116647204,0.3473782281413989,0.17826095388484783,0.072683040639141,0.09029667725453842
33,160.0,27.0,0.0,c,B,7.843533173540132,291.125,7.0242474263825025,0.6690534968136859,0.2033057603306969,0.03765400590580766,0.30296336536074536,0.31580600540296017,0.2996680423067638,0.2939470731892486,0.19536144996760477,0.30392750587100853,0.2052360929562865,0.07411959281557508,0.1120507794073873
34,158.0,26.0,0.0,c,R,8.365651877491084,141.875,7.0242474263825025,0.6018483064864437,0.30181391167950733,0.0920870978645604,0.30922690729506364,0.3681316557937583,0.2897810093251729,0.26178378511028366,0.18075358501596836,0.28763928099946146,0.13258340341413768,0.038857683782336214,0.16410023208478455
35,11.0,33.0,5.0,3b,B,8.771242390465575,147.125,5.174070185843233,0.6087390580988858,0.21104442778224244,0.09983650958802658,0.3114878540743469,0.3260097872864234,0.28506873293765744,0.2630117761898812,0.15327357314011153,0.34618763343767084,0.18712206442771576,0.0779166277251819,0.08891262990060725
36,300.0,27.0,0.0,c,R,8.417336249495765,231.25,7.0242474263825025,0.8155334509401589,0.19133933662614871,0.09217055025971349,0.3212024351112097,0.4002484789483128,0.3596349882754706,0.24728924349966552,0.23586818660726572,0.25995331755554324,0.17559913415925174,0.1169498686526194,0.27790054353986615
37,0.0,31.0,3.0,3b,R,7.421530302893595,111.5,5.174070185843233,0.5494256723021417,0.2026191723293874,0.05096677271312051,0.3096761882424069,0.315616531051805,0.24937891226330375,0.2757864138197114,0.09747070131613442,0.4813140188325832,0.18340386889048294,0.025079647985965053,0.07169181198042612
38,330.0,27.0,0.0,cf,R,5.438482825059329,309.625,5.906513769866786,0.6015649362252322,0.17202326562913978,0.07513687747790711,0.3105582125447322,0.3271183621131348,0.29767616064814206,0.27629661909203257,0.1959862548155295,0.37037212915790857,0.19126749450365982,0.043661191244067886,0.0659969665700251
39,2.0,32.0,4.0,cf,B,9.514792899408285,65.0,5.906513769866786,0.5373291499054039,0.37675457069383034,0.044856286806950446,0.3081470558924022,0.3090684652048801,0.23272421183661593,0.27307434918184637,0.15793919586543875,0.2517588222257951,0.14172497460204894,0.07091080655263944,0.08381479047316504
40,0.0,39.0,11.0,c,R,7.656381536989795,192.0,7.0242474263825025,0.5848937468676856,0.18187268161384587,0.07246341369978332,0.25584751964033725,0.27394755676564436,0.2731294990004969,0.22032761102225898,0.21856057443433813,0.29302285955287916,0.17399424702702357,0.1052092247670289,0.12644398779780375
41,73.0,28.0,0.0,2b,R,7.5,56.875,5.021789243444917,0.8182331114056794,0.31833111195596303,0.09683532638772387,0.33020820199039214,0.39394954585330577,0.3668931267815096,0.30325053721628575,0.197667894531332,0.27756451901972073,0.16281143037855883,0.015676871490027087,0.3557126338903025
42,652.0,27.0,0.0,lf,R,3.4493279087252753,628.25,5.002857585924129,0.7686337045634443,0.2554853985768815,0.07492599245222822,0.3106042654770584,0.3549591490837351,0.35054764118890247,0.3386314446348036,0.14089564370351024,0.35026323664262055,0.15135048145427718,0.060568764124227334,0.24602666490491812
43,581.0,28.0,0.0,rf,R,3.5454545454545454,279.375,4.5349214747568904,0.7528933970326148,0.24147316406374766,0.08725513008857348,0.33739781150135323,0.39302505615253946,0.3549956192452887,0.32552561410824843,0.18300524004065927,0.29172514221023105,0.19466056032584392,0.04701014589027126,0.18971890429399824
44,518.0,26.0,0.0,c,R,6.015819209039548,265.5,7.0242474263825025,0.8051901618413417,0.2170200306023203,0.08465912199207874,0.3423587704405179,0.37029451772165367,0.3711222825317175,0.3640975089835301,0.13955789277895314,0.3461806606603158,0.23461598791116467,0.03163734861877754,0.22596662086418087
45,237.0,37.0,9.0,2b,L,7.398955961986821,188.375,5.021789243444917,0.8319963402555237,0.2673393021449268,0.12600742505618825,0.33522012445818444,0.422174815621312,0.37638941015313543,0.27561781192792256,0.2751934279836055,0.19595173104230781,0.15964948728105807,0.038719501466072274,0.22286266531957588
46,672.0,30.0,2.0,rf,R,3.6929259610553116,566.25,4.5349214747568904,0.7808236162596646,0.22086464950657025,0.056128100864661794,0.34586301722557233,0.39706380852367545,0.347515679132432,0.33139768789090907,0.21828011702463937,0.3114864837670043,0.1886325027962296,0.04119393873620595,0.1791404246374513
47,0.0,30.0,2.0,2b,B,8.28,28.5,5.021789243444917,0.4564611026287616,0.36408171797836464,0.044527934932549675,0.26743226007287246,0.27521731150410683,0.21198543939122105,0.2864687022214678,0.0996596664572018,0.3312428884730246,0.14477553504362206,0.031303517833626546,0.020346096177984035
48,0.0,32.0,4.0,rf,L,5.671428571428573,102.0,4.5349214747568904,0.6918543099958651,0.2141956171086752,0.11974932354147744,0.3247183427405571,0.3600741307308416,0.3142911733208318,0.25903193522299084,0.21846323061410491,0.2840806748211306,0.19709415489305898,0.05473799499930076,0.15690552683349254
49,507.0,33.0,5.0,lf,R,4.306114596028879,572.5,5.002857585924129,0.7229741191749102,0.1894564998247796,0.10163962722142601,0.3037309410945723,0.3330712533094118,0.3546315388395205,0.29467971234033896,0.18172735622194905,0.32929286762504983,0.18011120777330358,0.048273176561783857,0.15705278073882192
50,106.0,27.0,0.0,3b,R,6.350877192982456,116.875,5.174070185843233,0.5448229008493459,0.17317032678050162,0.10102669966013164,0.2727935538295618,0.2833125156413725,0.2671190602079531,0.24612146844193855,0.16989715758597224,0.3653258594616156,0.20961854905633118,0.048492611264203005,0.04150820048598121
51,346.0,24.0,0.0,1b,L,6.142857142857143,113.75,4.780157613345157,0.65742710248778,0.35671749898729976,0.10378708124912817,0.29781924905978047,0.36508078515849957,0.2971533785359173,0.2490011187634736,0.2418363787515869,0.20515246299983833,0.10915696873579203,0.04995491631261744,0.1808542276247285
52,71.0,28.0,0.0,cf,L,8.650236227925346,250.125,5.906513769866786,0.577741238169914,0.3997954726058526,0.0892305343517355,0.298962753829894,0.35232319095696735,0.2695219856266442,0.2571580427955005,0.18807329671542322,0.1964443104463807,0.12400228236684357,0.05062382609819746,0.18565997285159527
53,32.0,28.0,0.0,lf,R,7.841161989167898,169.25,5.002857585924129,0.6408247919189607,0.20106817015099135,0.06569230829482664,0.260259513733922,0.29370544010348915,0.3059569962643953,0.2457356121609483,0.2268260007848426,0.3023012819370398,0.14967946151711808,0.10251372135537336,0.1357156298698655
54,357.0,27.0,0.0,3b,B,3.677645237634071,501.25,5.174070185843233,0.6890929250913352,0.25922001694098495,0.09938297090583413,0.33531523695888127,0.3830891375503605,0.31498957207031414,0.30348122412184614,0.1895431829081318,0.2908046713773744,0.1789006432758746,0.041822061772116795,0.15691025459128544
55,0.0,30.0,2.0,1b,L,5.952935752685742,214.625,4.780157613345157,0.7106733390366965,0.23897645078994578,0.10904822264466232,0.3393829445279483,0.3780727935407825,0.31489686608539436,0.28878554561157765,0.17332267010451938,0.37421957017869945,0.1699879106775585,0.021695705822432607,0.21171520642730068
56,72.0,25.0,0.0,cf,L,8.288636363636364,31.25,5.906513769866786,0.5246702403149305,0.32062951582256904,0.11420524348928367,0.2653136816206488,0.3086980665199637,0.2643793342355061,0.24048980734667316,0.10208249008824337,0.304198172324153,0.13121976496599844,0.08256995824120883,0.10840097470680142
57,67.0,30.0,2.0,lf,R,7.875358166189111,87.25,5.002857585924129,0.5269797621728741,0.1941585761388644,0.046849698865837855,0.2689080415713315,0.2849754237378411,0.258963700521216,0.2101326099326017,0.20121297243928535,0.31361787704466265,0.17040932964126546,0.06809848618860656,0.1371300103830735
58,253.0,28.0,0.0,cf,R,6.773038603973239,325.75,5.906513769866786,0.6335363701809775,0.25660716537737904,0.07600888912014064,0.2920461922759669,0.31794100898658195,0.2860942325033349,0.28840124249265237,0.180027688673792,0.33898487646708203,0.1677935345300285,0.04110744062356405,0.09685395630357445
59,0.0,30.0,2.0,ss,R,8.0,10.625,5.1327474351055535,0.5406110948404489,0.2652810773442476,0.06182794610800502,0.3428205328454071,0.33931911188858555,0.2666273493671321,0.2992382106573055,0.18544680892124643,0.28355955392963084,0.14517397804176843,0.05907291471043871,0.047489475232538964
60,0.0,28.0,0.0,2b,L,8.527076375667153,74.625,5.021789243444917,0.5365885152820425,0.20812229265023816,0.03129275755403973,0.26468379903492006,0.2904801337478592,0.23871835211014233,0.2068761686958805,0.19646920371263896,0.3863828544943012,0.164033037050926,0.037533753851145824,0.10590913251501312
61,0.0,26.0,0.0,ss,R,9.041666666666666,48.125,5.1327474351055535,0.4443896790159596,0.33684737568948453,0.053478807678824965,0.2961349904788282,0.3343945725503512,0.21851268789435768,0.19271712078156042,0.14645494380036655,0.35692928056753853,0.1600511700122848,0.0048743866795407965,0.19514396330368794
62,5.0,23.0,0.0,rf,L,6.81159420289855,145.0,4.5349214747568904,0.6400526197156359,0.2244595402041883,0.07792118412625389,0.320640822769065,0.34877777887988254,0.29154550065332374,0.2745611921996709,0.16622998723699475,0.35238905986138025,0.22916918277125145,0.01542610365678173,0.14540579595441147
63,294.0,25.0,0.0,2b,R,5.41380086576993,223.75,5.021789243444917,0.6457734537591578,0.10304584722306102,0.057887151126734045,0.28770566444931783,0.2814532174321372,0.3039093875436125,0.29743776949051476,0.10410809032968087,0.5346102336203148,0.20977909504952497,0.028678270504960707,0.02908772216037019
64,0.0,39.0,11.0,c,R,7.666666666666667,3.375,7.0242474263825025,0.3997807945540969,0.3676320331853902,0.047796119266545346,0.2480562646141561,0.274738542614452,0.183346931322935,0.1634401149437137,0.16076233999070516,0.27407117255194935,0.14633552284466922,0.03434529981495114,0.10367631350198246
65,226.0,29.0,1.0,c,B,8.545719095423099,327.625,7.0242474263825025,0.6154937456343177,0.22195841646877904,0.08801290491952589,0.3215109814028079,0.3485229341193064,0.2903855329281315,0.24917450526667634,0.151782026848363,0.36943122357216573,0.17691400268424484,0.036629733475970025,0.18617965984256846
66,0.0,29.0,1.0,3b,R,7.560439560439559,106.125,5.174070185843233,0.6110798314036768,0.22929254061978518,0.04105852887359767,0.26721431968640486,0.27681616275856824,0.27949212942361407,0.2708678123352133,0.2520865432321097,0.299627135238643,0.14205568233156377,0.06945336362046668,0.10484597650571792
67,515.0,24.0,0.0,3b,R,5.346153846153846,63.75,5.174070185843233,0.6586026062010429,0.3706201247472528,0.04272914939750612,0.37116264819862976,0.44466698651063025,0.28203364192289626,0.27861482151394773,0.15636383593204523,0.2594734844400075,0.15509228291427513,0.04188433008973595,0.32195934241995366
68,0.0,40.0,12.0,c,R,6.4843142691342095,345.75,7.0242474263825025,0.5984990308249472,0.1581009786968714,0.03464089094471078,0.30429310262972536,0.32748482913213434,0.27621095462086687,0.25941173209213964,0.2432521235929612,0.33872509456286937,0.17401920587139277,0.07359607395023289,0.09129096097782433
69,212.0,30.0,2.0,c,R,8.452080669868584,328.875,7.0242474263825025,0.4983431481940163,0.24546287765758934,0.0637223287124142,0.2625352543863686,0.27766748930517243,0.23384544709833907,0.1934987829828891,0.19065469290632686,0.29804084144434956,0.168716158280844,0.09063808478336667,0.14276213160932819
70,0.0,29.0,1.0,cf,L,9.428571428571429,14.25,5.906513769866786,0.46112466919746237,0.35702960771782494,0.07869818579150817,0.3003348034641571,0.2981594078870065,0.23454549953439455,0.26122872479035536,0.15390997669678477,0.2731364005733122,0.14891685796008977,0.0345937061499572,0.04179404327904161
71,0.0,23.0,0.0,cf,R,8.494374565697733,240.75,5.906513769866786,0.5976374781270386,0.22226986754249486,0.08754807762558096,0.28304611119291717,0.29211407261613276,0.2924313361791947,0.29148897628404025,0.11243357295053061,0.44322100303668266,0.16758815573950794,0.02880102170475824,0.07898739768130364
72,90.0,30.0,2.0,3b,R,8.733138238573021,195.0,5.174070185843233,0.6536583761814947,0.1324006678818681,0.019063145105392677,0.2786859440573437,0.29232213007700597,0.2995580036540234,0.28343777714560536,0.22015293837994585,0.39107676384672396,0.19423507279931815,0.0600721614974082,0.05103782876969329
73,250.0,32.0,4.0,2b,L,3.7100512585481566,494.125,5.021789243444917,0.7512549716380554,0.1744487604353122,0.0783705200505693,0.29940691364455124,0.3242040053296149,0.3452862387716964,0.2883055009372333,0.1841009351034939,0.34447795302657525,0.20365072353744898,0.05674587860501616,0.17646163044354252
74,583.0,28.0,0.0,p,L,2.4679022974428335,643.75,5.449475765231425,0.8774296899288377,0.2654235021471349,0.10034043695626203,0.385457228487264,0.5069768184049845,0.386875305085956,0.3131210737162104,0.21818022700612444,0.2900817570083574,0.1566034257685559,0.02636825850486238,0.30515139345262304
75,243.0,31.0,3.0,lf,R,6.4439180169096675,169.875,5.002857585924129,0.7858840640773398,0.25681846260935093,0.09261978396210746,0.38850086141199075,0.4465420634125498,0.35550357378985237,0.36858119091863406,0.17816312923526972,0.27634165623531737,0.21917223587416504,0.02701371845743116,0.1707661210597312
76,378.0,32.0,4.0,rf,L,4.870743258680202,547.125,4.5349214747568904,0.7140950062835417,0.25070216170365084,0.10176713175266124,0.3090927336577425,0.3734025818960651,0.3198376239952717,0.2581560115723387,0.23788341535916593,0.24803992876671024,0.16492821477556108,0.06459821738678631,0.17148737385577031
77,421.0,35.0,7.0,lf,L,5.406498429464084,503.75,5.002857585924129,0.7206752266362897,0.21014472461682598,0.07679977340613961,0.3221468978539374,0.35105752907847276,0.3245859163150905,0.3056077209715069,0.17807881009114077,0.3396315764392553,0.1926434115827623,0.060915818327778704,0.12869662601067342
78,0.0,38.0,10.0,cf,L,9.272727272727272,55.875,5.906513769866786,0.562111915468362,0.22378348991487687,0.06800722918253027,0.273895756300587,0.2779161089137866,0.2637643246537555,0.2665394154329116,0.09001775020084757,0.4681128176513892,0.1836247630758055,0.038246085103708624,0.013216186170374554
79,361.0,26.0,0.0,cf,L,4.121542546034057,181.375,5.906513769866786,0.6235734922828525,0.2984457140097551,0.0570888803567352,0.31302678367821435,0.34735903313791666,0.28854460558571216,0.30552970445804795,0.1602945883673459,0.35488887409471936,0.12444286965002761,0.0334907337410136,0.10060879358578197
80,0.0,33.0,5.0,ss,R,8.871511573873779,222.25,5.1327474351055535,0.5287533230170373,0.14255232930034703,0.07355802709763506,0.25501403921406757,0.24744375504235352,0.24878967218263706,0.24200943476377298,0.12981517804479478,0.4897405708997923,0.16715821496447847,0.06779114692071338,0.041759594623078614
81,300.0,26.0,0.0,ss,R,8.629771743408106,240.625,5.1327474351055535,0.6579965600366823,0.22756240950027018,0.03701195585928782,0.3189016561034815,0.34118555742108847,0.3219254056598204,0.3127882590617383,0.1518287428453823,0.35707417111151757,0.17634833562120003,0.03840428197539582,0.10096736009314565
82,254.0,25.0,0.0,rf,L,7.944444444444444,40.625,4.5349214747568904,0.6752589317912722,0.36808615957541374,0.07809704370275253,0.31033709637757895,0.3433338918780514,0.31357876119138156,0.3587207970872468,0.08118689695560595,0.28650094979842117,0.10791729254337523,0.0799440092653391,0.4692401902219401
83,266.0,27.0,0.0,lf,R,4.805956188875626,440.75,5.002857585924129,0.7858215553265752,0.2883592342093331,0.08625212500364221,0.36821011997426967,0.46050785277189443,0.35237260714886703,0.3174323191112817,0.18871236317297932,0.26901715387017994,0.16941499492669068,0.049470230788592466,0.28090223188954555
84,0.0,34.0,6.0,ss,R,9.0,4.5,5.1327474351055535,0.4907960923246353,0.26526492984251254,0.07537491136185036,0.2850864027062617,0.2929459077114894,0.2674791930380463,0.2243109667765833,0.18143165342908354,0.31596218499191675,0.14203255957826746,0.07032028436226462,0.07810768952720225
85,105.0,26.0,0.0,c,R,8.44,51.875,7.0242474263825025,0.568801568324963,0.4057831785130135,0.029016131848040673,0.33170468316540563,0.35978054730073605,0.25392141626073983,0.34223720782789874,0.1747241139364959,0.27489850097515744,0.10503765791556151,0.016317784346648684,0.14556489514361995
86,0.0,35.0,7.0,c,L,8.873549982940975,122.125,7.0242474263825025,0.6011541025266709,0.3654192194920562,0.11327663715915294,0.36672284278009193,0.4419132511560286,0.2858867412263599,0.2620375408143046,0.17546769899158116,0.24735309969588495,0.14165814317272987,0.012616073601089095,0.19097447225108957
87,0.0,31.0,3.0,3b,R,8.11724924445458,115.375,5.174070185843233,0.6069151530943807,0.06214025816302081,0.0181734498116597,0.28755213674029234,0.2976550854705724,0.27961688597832585,0.2292976016917575,0.20607265818181028,0.3918202605562664,0.20640626233010068,0.12184828793364298,0.14036193917121872
88,438.0,28.0,0.0,c,R,4.6748672011052745,550.25,7.0242474263825025,0.7250174468602657,0.2187373584474158,0.08851921206457866,0.33962093577286023,0.39977462188975943,0.32950660587784963,0.2797266480684594,0.18307735113946141,0.30686458369485453,0.19187290056006018,0.05713758526676261,0.19314036953577116
89,0.0,27.0,0.0,2b,R,9.001501501501501,41.625,5.021789243444917,0.6170462966175306,0.17043941130885176,0.04807905244483463,0.26478732831212176,0.28346451149072066,0.287565945728813,0.20552562488686124,0.15837621378291566,0.49858467758183284,0.12103462211201875,0.04200826602257329,0.316227221918766
90,337.0,27.0,0.0,2b,L,7.233057638897385,299.625,5.021789243444917,0.6611967547171459,0.2735223226993031,0.12225420047678426,0.28716452895596184,0.32402173099281156,0.30519069900403994,0.27930886870565835,0.23130051489079875,0.25092652175626595,0.14927620695567623,0.04497992154660392,0.10834209144547509
91,0.0,31.0,3.0,3b,R,6.5,23.125,5.174070185843233,0.5720756784367499,0.3281825271599515,0.08222680963834823,0.3122485216212225,0.41082910217081514,0.2538600135893019,0.18125338436352914,0.20456498029754047,0.29786729036248866,0.08054170690769727,0.05823292426630674,0.26637680528052177
